table_id,source_file,record_scope,field_path,column_title,description,description_status,json_types,required_in_scope,nullable,repeatable,record_presence_count,record_count,value_count,example_json,linked_data_term,information_dimensions,current_editability,linked_art_candidate
place-types,data/place-types-thesaurus.jsonld,@graph[],color,Color,Presentation color assigned to a place-type concept.,curated,string,no,no,no,35,45,35,"""#7bf45e""",https://data.surinametijdmachine.org/color,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],created,Created,Date on which this vocabulary record was created.,curated,string,no,no,no,42,45,42,"""2026-04-07""",http://purl.org/dc/terms/created,time,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],crmBadge,Crm Badge,Short CIDOC CRM class label used in the interface.,curated,string,no,no,no,38,45,38,"""E25""",https://data.surinametijdmachine.org/crmBadge,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],crmClass,Crm Class,CIDOC CRM class selected for records using this place type.,curated,string,no,no,no,38,45,38,"""E25_Human-Made_Feature""",https://data.surinametijdmachine.org/crmClass,vocabulary,editor-managed,type
place-types,data/place-types-thesaurus.jsonld,@graph[],definition,Definition,Normative explanation of the meaning of a vocabulary concept.,curated,object,no,no,no,43,45,43,"{""en"":""A physical feature created or substantially modified by human activity.""}",http://www.w3.org/2004/02/skos/core#definition,vocabulary,editor-managed,referred_to_by (LinguisticObject)
place-types,data/place-types-thesaurus.jsonld,@graph[],definition.en,En,English-language value of Definition.,curated,string,no,no,no,43,45,43,"""A physical feature created or substantially modified by human activity.""",,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],definition.nl,Nl,Dutch-language value of Definition.,curated,string,no,no,no,35,45,35,"""Een fysiek ingericht landbouwcomplex bestaande uit cultuurgrond en vaste werken zoals afwateringssystemen, gebouwen, molens en fabrieken voor gewasproductie. Het fysieke comple...",,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],definition.srn,Srn,Sranantongo-language value of Definition.,curated,string,no,no,no,1,45,1,"""Lanti-marki [?]""",,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],editorialNote,Editorial Note,Editorial guidance or contextual note maintained by reviewers.,curated,object,no,no,no,6,45,6,"{""en"":""Colonial data bias: plantations were principal sites of coerced and enslaved labor in Suriname. This concept classifies the physical agricultural complex; legal, operatio...",http://www.w3.org/2004/02/skos/core#editorialNote,provenance,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],editorialNote.en,En,English-language value of Editorial Note.,curated,string,no,no,no,6,45,6,"""Colonial data bias: plantations were principal sites of coerced and enslaved labor in Suriname. This concept classifies the physical agricultural complex; legal, operational, l...",,provenance,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],editorialNote.nl,Nl,Dutch-language value of Editorial Note.,curated,string,no,no,no,5,45,5,"""Koloniaal vooroordeel: Militaire posten waren instrumenten van koloniale territoriale controle en toezicht op tot slaafgemaakte , Marron- en Inheemse gemeenschappen.""",,provenance,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],exactMatch,Exact Match,External concept or entity judged to have equivalent identity.,curated,array,no,no,no,23,45,23,"[""https://www.wikidata.org/wiki/Q1321241""]",http://www.w3.org/2004/02/skos/core#exactMatch,content,editor-managed,equivalent
place-types,data/place-types-thesaurus.jsonld,@graph[],exactMatch[],Exact Match,External concept or entity judged to have equivalent identity.,curated,string,no,no,yes,23,45,32,"""https://www.wikidata.org/wiki/Q1321241""",http://www.w3.org/2004/02/skos/core#exactMatch,content,editor-managed,equivalent
place-types,data/place-types-thesaurus.jsonld,@graph[],hasTopConcept,Has Top Concept,Top-level concepts contained by a vocabulary scheme.,curated,array,no,no,no,2,45,2,"[""stm:vocabulary/place-type/human-made"",""stm:vocabulary/place-type/natural"",""stm:vocabulary/place-type/administrative""]",http://www.w3.org/2004/02/skos/core#hasTopConcept,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],hasTopConcept[],Has Top Concept,Top-level concepts contained by a vocabulary scheme.,curated,string,no,no,yes,2,45,8,"""stm:vocabulary/place-type/human-made""",http://www.w3.org/2004/02/skos/core#hasTopConcept,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],inScheme,In Scheme,Identifier of the vocabulary concept scheme containing this concept.,curated,string,no,no,no,43,45,43,"""stm:vocabulary/place-type""",http://www.w3.org/2004/02/skos/core#inScheme,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],modified,Modified,Date of the latest change to this vocabulary record.,curated,string,no,no,no,42,45,42,"""2026-04-07""",http://purl.org/dc/terms/modified,provenance;time,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],narrower,Narrower,Identifiers of more specific vocabulary concepts.,curated,array,no,no,no,5,45,5,"[""stm:vocabulary/place-type/plantation"",""stm:vocabulary/place-type/military-post"",""stm:vocabulary/place-type/transport-infrastructure"",""stm:vocabulary/place-type/station"",""stm:v...",http://www.w3.org/2004/02/skos/core#narrower,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],narrower[],Narrower,Identifiers of more specific vocabulary concepts.,curated,string,no,no,yes,5,45,13,"""stm:vocabulary/place-type/plantation""",http://www.w3.org/2004/02/skos/core#narrower,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],prefLabel,Pref Label,Preferred human-readable label for the entity or concept.,curated,object,yes,no,no,45,45,45,"{""en"":""Geographical Features Thesaurus"",""nl"":""Thesaurus Geografische Kenmerken""}",http://www.w3.org/2004/02/skos/core#prefLabel,vocabulary,editor-managed,_label + identified_by (Name)
place-types,data/place-types-thesaurus.jsonld,@graph[],prefLabel.en,En,English-language value of Pref Label.,curated,string,yes,no,no,45,45,45,"""Geographical Features Thesaurus""",,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],prefLabel.nl,Nl,Dutch-language value of Pref Label.,curated,string,yes,no,no,45,45,45,"""Thesaurus Geografische Kenmerken""",,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],prefLabel.srn,Srn,Sranantongo-language value of Pref Label.,curated,string,no,no,no,12,45,12,"""Naturu sani""",,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],related,Related,Identifiers of associatively related vocabulary concepts.,curated,array,no,no,no,25,45,25,"[""stm:vocabulary/place-type/settlement"",""stm:vocabulary/place-type/building"",""stm:vocabulary/place-type/industrial-facility"",""stm:vocabulary/place-type/central-factory""]",http://www.w3.org/2004/02/skos/core#related,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],related[],Related,Identifiers of associatively related vocabulary concepts.,curated,string,no,no,yes,25,45,78,"""stm:vocabulary/place-type/settlement""",http://www.w3.org/2004/02/skos/core#related,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],scopeNote,Scope Note,Guidance defining when a vocabulary concept should be applied.,curated,object,no,no,no,2,45,2,"{""en"":""This vocabulary describes place types found in colonial-era sources from Suriname. Preferred labels use modern, non-colonial terminology. Alternative labels preserve orig...",http://www.w3.org/2004/02/skos/core#scopeNote,content,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],scopeNote.en,En,English-language value of Scope Note.,curated,string,no,no,no,2,45,2,"""This vocabulary describes place types found in colonial-era sources from Suriname. Preferred labels use modern, non-colonial terminology. Alternative labels preserve original s...",,content,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],scopeNote.nl,Nl,Dutch-language value of Scope Note.,curated,string,no,no,no,1,45,1,"""Dit vocabulaire beschrijft plaatstypen uit koloniale bronnen van Suriname. Voorkeurslabels gebruiken moderne, niet-koloniale terminologie. Alternatieve labels bewaren originele...",,content,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],sortOrder,Sort Order,Numeric order used to display vocabulary concepts.,curated,integer,no,no,no,35,45,35,1,https://data.surinametijdmachine.org/sortOrder,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],topConceptOf,Top Concept Of,Vocabulary scheme for which this concept is a top concept.,curated,string,no,no,no,8,45,8,"""stm:vocabulary/place-type""",http://www.w3.org/2004/02/skos/core#topConceptOf,vocabulary,editor-managed,
place-types,data/place-types-thesaurus.jsonld,@graph[],typeId,Type Id,Stable application identifier for a place-type concept.,curated,string,no,no,no,35,45,35,"""plantation""",https://data.surinametijdmachine.org/typeId,vocabulary,editor-managed,identified_by (Identifier)
