table_id,source_file,record_scope,field_path,column_title,description,description_status,json_types,required_in_scope,nullable,repeatable,record_presence_count,record_count,value_count,example_json,linked_data_term,information_dimensions,current_editability,linked_art_candidate
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].ownedBy[],Owned By,Source-reported owning organizations.,curated,object,no,no,yes,305,9138,2722,"{""qid"":""Q59115137"",""label"":""Alderaad""}",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].ownedBy[].label,Label,Human-readable label supplied for a referenced entity.,curated,string,no,no,yes,304,9138,2710,"""Alderaad""",,vocabulary,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].ownedBy[].qid,Qid,Wikidata Q identifier used to reconcile a plantation organization.,curated,string,no,no,yes,305,9138,2722,"""Q59115137""",,identity,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].page,Page,Page reference within the historical source.,curated,string,no,no,yes,975,9138,19483,"""49""",,source,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].partOf,Part Of,Source-reported composite plantation organizations.,curated,array,no,no,yes,125,9138,1260,"[{""qid"":""Q59115280"",""label"":""Bodenburg (Grond van) en Carelsdeel""}]",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].partOf[],Part Of,Source-reported composite plantation organizations.,curated,object,no,no,yes,125,9138,1260,"{""qid"":""Q59115280"",""label"":""Bodenburg (Grond van) en Carelsdeel""}",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].partOf[].label,Label,Human-readable label supplied for a referenced entity.,curated,string,no,no,yes,124,9138,1255,"""Bodenburg (Grond van) en Carelsdeel""",,vocabulary,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].partOf[].qid,Qid,Wikidata Q identifier used to reconcile a plantation organization.,curated,string,no,no,yes,125,9138,1260,"""Q59115280""",,identity,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].plantationOriginal,Plantation Original,Plantation name exactly as transcribed from the source row.,curated,string,no,no,yes,975,9138,19483,"""A la Bonne heur""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].plantationStandardized,Plantation Standardized,Standardized plantation name supplied by the dataset.,curated,string,no,no,yes,975,9138,19483,"""A-La-Bonne-Heure""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population,Population,Structured population counts retained from the source row.,curated,object,no,no,yes,468,9138,4783,"{""enslavedCount"":43,""enslavedOriginal"":""43""}",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.enslavedCount,Enslaved Count,Normalized count of enslaved people reported by the source row.,curated,integer,no,no,yes,435,9138,4605,43,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.enslavedFitForWorkPlantations,Enslaved Fit For Work Plantations,Count of enslaved people on plantations classified by the source as fit for work.,curated,integer,no,no,yes,188,9138,188,19,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.enslavedFitForWorkPrivate,Enslaved Fit For Work Private,Count of enslaved people in private service classified by the source as fit for work.,curated,integer,no,no,yes,121,9138,121,1,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.enslavedOnPlantationsFitForWork,Enslaved On Plantations Fit For Work,Count of enslaved people present on plantations and classified by the source as fit for work.,curated,integer,no,no,yes,217,9138,217,20,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.enslavedOnPlantationsUnfitForWork,Enslaved On Plantations Unfit For Work,Count of enslaved people present on plantations and classified by the source as unfit for work.,curated,integer,no,no,yes,193,9138,193,34,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.enslavedOriginal,Enslaved Original,Original source transcription of the reported enslaved population.,curated,string,no,no,yes,405,9138,3880,"""43""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.enslavedSharedWith,Enslaved Shared With,Source reference to another plantation with which the reported enslaved population was shared.,curated,string,no,no,yes,26,9138,88,"""Q59115734""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.enslavedUnfitForWorkPlantations,Enslaved Unfit For Work Plantations,Count of enslaved people on plantations classified by the source as unfit for work.,curated,integer,no,no,yes,176,9138,176,33,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.enslavedUnfitForWorkPrivate,Enslaved Unfit For Work Private,Count of enslaved people in private service classified by the source as unfit for work.,curated,integer,no,no,yes,78,9138,78,1,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.freePlantationBoys,Free Plantation Boys,Count of free boys on plantations reported by the source.,curated,integer,no,no,yes,35,9138,35,1,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.freePlantationGirls,Free Plantation Girls,Count of free girls on plantations reported by the source.,curated,integer,no,no,yes,35,9138,35,3,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.freePlantationMen,Free Plantation Men,Count of free men on plantations reported by the source.,curated,integer,no,no,yes,218,9138,218,1,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.freePlantationTotal,Free Plantation Total,Total count of free people on plantations reported by the source.,curated,integer,no,no,yes,216,9138,216,6,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.freePlantationWomen,Free Plantation Women,Count of free women on plantations reported by the source.,curated,integer,no,no,yes,96,9138,96,2,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.freeResidents,Free Residents,Count of free residents reported by the source.,curated,integer,no,no,yes,236,9138,637,1,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.generalTotalEnslaved,General Total Enslaved,General total count of enslaved people reported by the source.,curated,integer,no,no,yes,219,9138,219,54,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.plantationFemaleUnfreeResidents,Plantation Female Unfree Residents,Count of female unfree residents on plantations reported by the source.,curated,integer,no,no,yes,182,9138,498,32,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.plantationMaleUnfreeResidents,Plantation Male Unfree Residents,Count of male unfree residents on plantations reported by the source.,curated,integer,no,no,yes,185,9138,505,17,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.plantationTotalUnfreeResidents,Plantation Total Unfree Residents,Total count of unfree residents on plantations reported by the source.,curated,integer,no,no,yes,187,9138,510,49,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.privateFemaleUnfreeResidents,Private Female Unfree Residents,Count of female unfree residents in private service reported by the source.,curated,integer,no,no,yes,126,9138,283,1,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.privateMaleUnfreeResidents,Private Male Unfree Residents,Count of male unfree residents in private service reported by the source.,curated,integer,no,no,yes,149,9138,338,2,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.privateTotalUnfreeResidents,Private Total Unfree Residents,Total count of unfree residents in private service reported by the source.,curated,integer,no,no,yes,154,9138,341,2,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].population.totalResidents,Total Residents,General total count of residents reported by the source.,curated,integer,no,no,yes,229,9138,614,49,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].product,Product,Product or production category reported by a source.,curated,string,no,no,yes,761,9138,12233,"""koffie""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].psurIds,Psur Ids,Identifiers assigned by the Suriname Plantation Dataset.,curated,array,no,no,yes,297,9138,7047,"[""PSUR0001""]",,identity,editor-managed,identified_by (Identifier)
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].psurIds[],Psur Ids,Identifiers assigned by the Suriname Plantation Dataset.,curated,string,no,no,yes,297,9138,7268,"""PSUR0001""",,identity,editor-managed,identified_by (Identifier)
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].qid,Qid,Wikidata Q identifier used to reconcile a plantation organization.,curated,string,no,no,yes,975,9138,19483,"""Q2280245""",,identity,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].rawManagement,Raw Management,Unchanged management and ownership text from the source row.,curated,object,no,no,yes,911,9138,15794,"{""administrators"":""J.E. van Onna en L. Fesler."",""directors"":""J. Koene"",""owners"":""t Fonds onder direktie van R. le Chevalier en P. Portilje""}",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].rawManagement.administrators,Administrators,Administrator names exactly as represented in the source.,curated,string,no,no,yes,688,9138,10366,"""J.E. van Onna en L. Fesler.""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].rawManagement.administratorsInEurope,Administrators In Europe,Administrators in Europe transcribed from the source row.,curated,string,no,no,yes,107,9138,295,"""Ths. van Schaak.""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].rawManagement.administratorsInSuriname,Administrators In Suriname,Administrators in Suriname transcribed from the source row.,curated,string,no,no,yes,269,9138,868,"""A. Wildeboer.""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].rawManagement.blankOfficer,Blank Officer,Historical “blank-officier” value transcribed unchanged from the source row.,curated,string,no,no,yes,104,9138,104,"""J. Augier.""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].rawManagement.directors,Directors,Director names exactly as represented in the source.,curated,string,no,no,yes,699,9138,10451,"""J. Koene""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].rawManagement.owners,Owners,Owner names exactly as represented in the source.,curated,string,no,no,yes,909,9138,15678,"""t Fonds onder direktie van R. le Chevalier en P. Portilje""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].recordId,Record Id,Stable identifier of a source observation.,curated,string,no,no,yes,975,9138,19483,"""1818-49-219""",,source,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].referenceOriginal,Reference Original,Unchanged source wording for a relationship reference.,curated,string,no,no,yes,298,9138,1925,"""Aan Plantage Alderaad""",,source,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].riverOrRoad,River Or Road,River or road associated with the plantation in the source.,curated,string,no,no,yes,975,9138,19483,"""Commewijne""",,space,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].sizeAkkers,Size Akkers,Plantation area reported by the source in akkers.,curated,integer;number,no,no,yes,734,9138,13471,500,,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].source,Source,Identifier of the source registry entry supporting this value.,curated,string,no,no,yes,975,9138,19483,"""almanakken""",,source,editor-managed,referred_to_by + assertion provenance
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].sourceVersion,Source Version,Version label of the dataset structure from which the row came.,curated,string,no,no,yes,975,9138,19483,"""v2""",,source,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].sranantongoName,Sranantongo Name,Sranantongo name reported by the source.,curated,string,no,no,yes,138,9138,384,"""Smaradoekoe.""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],almanakkenObservations[].year,Year,Calendar year associated with this source value.,curated,integer,no,no,yes,975,9138,19483,1818,,time,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],altLabels,Alt Labels,Alternative human-readable labels retained for discovery.,curated,array,no,no,no,5995,9138,5995,[],http://www.w3.org/2004/02/skos/core#altLabel,content,editor-managed,identified_by (Name)
places,data/places-gazetteer.jsonld,@graph[],altLabels[],Alt Labels,Alternative human-readable labels retained for discovery.,curated,string,no,no,yes,64,9138,64,"""Aan Klein Cuilenburg""",http://www.w3.org/2004/02/skos/core#altLabel,content,editor-managed,identified_by (Name)
places,data/places-gazetteer.jsonld,@graph[],broader,Broader,Identifier of the broader place or vocabulary concept.,curated,null;string,yes,yes,no,9138,9138,9138,null,,vocabulary,editor-managed,TopographicalStatus / part_of
places,data/places-gazetteer.jsonld,@graph[],deprecated,Deprecated,Whether the record has been retired without deleting its history.,curated,boolean,no,no,no,3141,9138,3141,true,,provenance,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],deprecatedAt,Deprecated At,Date on which the record was retired.,curated,string,no,no,no,3141,9138,3141,"""2026-07-13""",,provenance;time,editor-managed,prov:invalidatedAtTime (editorial extension)
places,data/places-gazetteer.jsonld,@graph[],deprecatedBy,Deprecated By,Editor or process responsible for retiring the record.,curated,string,no,no,no,3141,9138,3141,"""data-migration/address-point-deduplication""",,provenance,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],deprecationNote,Deprecation Note,Explanation for retiring or replacing the record.,curated,string,no,no,no,3141,9138,3141,"""Erroneous plantation created by a legacy seed from an 1885 historical address point.""",,provenance,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],description,Description,Human-readable description of the record.,curated,string,yes,no,no,9138,9138,9138,"""Administrative district/division from Surinaamse Almanakken""",,content,editor-managed,referred_to_by (LinguisticObject)
places,data/places-gazetteer.jsonld,@graph[],diklandRefs,Dikland Refs,References from the place record to items in the Dikland collection.,curated,array,no,no,no,3634,9138,3634,"[{""folderPath"":""erfgoed-geschiedenis\\Commewijne rivier\\plantages\\Bodenburg 2005-01 geschiedenis.pdf"",""driveUrl"":""https://drive.google.com/file/d/0B88mZFitv8emV2NBY1JweVZUQWs/...",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],diklandRefs[],Dikland Refs,References from the place record to items in the Dikland collection.,curated,object,no,no,yes,493,9138,570,"{""folderPath"":""erfgoed-geschiedenis\\Commewijne rivier\\plantages\\Bodenburg 2005-01 geschiedenis.pdf"",""driveUrl"":""https://drive.google.com/file/d/0B88mZFitv8emV2NBY1JweVZUQWs/v...",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],diklandRefs[].author,Author,Person or organization responsible for the source item.,curated,string,no,no,yes,493,9138,570,"""Philip Dikland""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],diklandRefs[].driveUrl,Drive Url,URL resolving to the referenced source file or folder.,curated,string,no,no,yes,493,9138,570,"""https://drive.google.com/file/d/0B88mZFitv8emV2NBY1JweVZUQWs/view?usp=sharing&resourcekey=0-xR2GcRFSY5HlfywHy8zqlA""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],diklandRefs[].folderPath,Folder Path,Path of the referenced item within the source collection.,curated,string,no,no,yes,493,9138,570,"""erfgoed-geschiedenis\\Commewijne rivier\\plantages\\Bodenburg 2005-01 geschiedenis.pdf""",,content,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],diklandRefs[].notes,Notes,Human-readable notes supplied by a source or editor.,curated,null;string,no,yes,yes,493,9138,570,null,,provenance,editor-managed,referred_to_by (LinguisticObject)
places,data/places-gazetteer.jsonld,@graph[],diklandRefs[].year,Year,Calendar year associated with this source value.,curated,null;string,no,yes,yes,493,9138,570,"""2005""",,time,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],district,District,Current editorial district identifier.,curated,null;string,yes,yes,no,9138,9138,9138,null,,space,editor-managed,TopographicalStatus / part_of
places,data/places-gazetteer.jsonld,@graph[],districtAssertions,District Assertions,Source-qualified statements assigning a district over time.,curated,array,no,no,no,3143,9138,3143,"[{""id"":""district-assertion-1"",""districtId"":""stm-00005"",""districtLabel"":""Divisie Boven-Commewijne"",""source"":""almanakken"",""certainty"":""certain"",""note"":null,""isCurrent"":true}]",,space,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],districtAssertions[],District Assertions,Source-qualified statements assigning a district over time.,curated,object,no,no,yes,2,9138,2,"{""id"":""district-assertion-1"",""districtId"":""stm-00005"",""districtLabel"":""Divisie Boven-Commewijne"",""source"":""almanakken"",""certainty"":""certain"",""note"":null,""isCurrent"":true}",,space,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],districtAssertions[].certainty,Certainty,Certainty level assigned to an editorial or derived interpretation.,curated,string,no,no,yes,2,9138,2,"""certain""",,provenance;space,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],districtAssertions[].districtId,District Id,Gazetteer identifier of the asserted district.,curated,string,no,no,yes,2,9138,2,"""stm-00005""",,space,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],districtAssertions[].districtLabel,District Label,Human-readable label of the district assigned by this assertion.,curated,string,no,no,yes,2,9138,2,"""Divisie Boven-Commewijne""",,space,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],districtAssertions[].id,Id,Stable identifier used to address this record.,curated,string,no,no,yes,2,9138,2,"""district-assertion-1""",,identity;space,editor-managed,id / identified_by (Identifier)
places,data/places-gazetteer.jsonld,@graph[],districtAssertions[].isCurrent,Is Current,Whether this district assertion is selected as the current editorial view.,curated,boolean,no,no,yes,2,9138,2,true,,space,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],districtAssertions[].note,Note,Optional explanatory note about this value or assertion.,curated,null,no,yes,yes,2,9138,2,null,,provenance;space,editor-managed,referred_to_by (LinguisticObject)
places,data/places-gazetteer.jsonld,@graph[],districtAssertions[].source,Source,Identifier of the source registry entry supporting this value.,curated,string,no,no,yes,2,9138,2,"""almanakken""",,source;space,editor-managed,referred_to_by + assertion provenance
places,data/places-gazetteer.jsonld,@graph[],externalLinks,External Links,Typed links to identifiers or records in external authorities.,curated,array,yes,no,no,9138,9138,9138,[],,identity,editor-managed,SimilarityStatus / equivalent
places,data/places-gazetteer.jsonld,@graph[],externalLinks[],External Links,Typed links to identifiers or records in external authorities.,curated,object,no,no,yes,1411,9138,1411,"{""authority"":""wikidata"",""identifier"":""Q2280245"",""matchType"":""closeMatch""}",,identity,editor-managed,SimilarityStatus / equivalent
places,data/places-gazetteer.jsonld,@graph[],externalLinks[].authority,Authority,Name of the external authority that issued an identifier.,curated,string,no,no,yes,1411,9138,1411,"""wikidata""",,identity,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],externalLinks[].identifier,Identifier,Identifier value issued by an authority.,curated,string,no,no,yes,1411,9138,1411,"""Q2280245""",,identity,editor-managed,identified_by (Identifier)
places,data/places-gazetteer.jsonld,@graph[],externalLinks[].matchType,Match Type,SKOS mapping relation describing the strength of an external match.,curated,string,no,no,yes,1411,9138,1411,"""closeMatch""",,identity;provenance,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],fid,Fid,Identifier inherited from a GIS source feature.,curated,integer;null,yes,yes,no,9138,9138,9138,null,,identity,editor-managed,identified_by (Identifier)
places,data/places-gazetteer.jsonld,@graph[],id,Id,Stable identifier used to address this record.,curated,string,yes,no,no,9138,9138,9138,"""stm-00001""",,identity,editor-managed,id / identified_by (Identifier)
places,data/places-gazetteer.jsonld,@graph[],location,Location,Current editorial geometry and coordinate representation.,curated,object,yes,no,no,9138,9138,9138,"{""lat"":null,""lng"":null,""wkt"":null,""crs"":""EPSG:4326""}",,space,editor-managed,is_approximated_by / defined_by
places,data/places-gazetteer.jsonld,@graph[],location.crs,Crs,Coordinate reference system used by the stored location.,curated,string,yes,no,no,9138,9138,9138,"""EPSG:4326""",,space,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],location.lat,Lat,Latitude in WGS84 decimal degrees.,curated,null;number,yes,yes,no,9138,9138,9138,null,,space,editor-managed,defined_by (GeometricPlaceExpression)
places,data/places-gazetteer.jsonld,@graph[],location.lng,Lng,Longitude in WGS84 decimal degrees.,curated,null;number,yes,yes,no,9138,9138,9138,null,,space,editor-managed,defined_by (GeometricPlaceExpression)
places,data/places-gazetteer.jsonld,@graph[],location.wkt,Wkt,Geometry serialized as Well-Known Text in longitude/latitude order.,curated,null;string,yes,yes,no,9138,9138,9138,null,,space,editor-managed,defined_by (GeometricPlaceExpression)
places,data/places-gazetteer.jsonld,@graph[],locationAssertions,Location Assertions,Source-qualified statements about location wording or position.,curated,array,no,no,no,3143,9138,3143,"[{""id"":""location-assertion-1"",""standardized"":""Boven-Commewijne"",""original"":""Rivier Commewijne, (boven) linkerhand in het afvaren"",""source"":""almanakken"",""note"":null}]",,space,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],locationAssertions[],Location Assertions,Source-qualified statements about location wording or position.,curated,object,no,no,yes,3143,9138,3143,"{""id"":""location-assertion-1"",""standardized"":""Boven-Commewijne"",""original"":""Rivier Commewijne, (boven) linkerhand in het afvaren"",""source"":""almanakken"",""note"":null}",,space,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],locationAssertions[].id,Id,Stable identifier used to address this record.,curated,string,no,no,yes,3143,9138,3143,"""location-assertion-1""",,identity;space,editor-managed,id / identified_by (Identifier)
places,data/places-gazetteer.jsonld,@graph[],locationAssertions[].note,Note,Optional explanatory note about this value or assertion.,curated,null;string,no,yes,yes,3143,9138,3143,null,,provenance;space,editor-managed,referred_to_by (LinguisticObject)
places,data/places-gazetteer.jsonld,@graph[],locationAssertions[].original,Original,Unchanged transcription of a source value.,curated,null;string,no,yes,yes,3143,9138,3143,"""Rivier Commewijne, (boven) linkerhand in het afvaren""",,space,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],locationAssertions[].source,Source,Identifier of the source registry entry supporting this value.,curated,string,no,no,yes,3143,9138,3143,"""almanakken""",,source;space,editor-managed,referred_to_by + assertion provenance
places,data/places-gazetteer.jsonld,@graph[],locationAssertions[].sourceRow,Source Row,Stable row or record locator within the supporting source dataset.,curated,string,no,no,yes,3141,9138,3141,"""locatiepunten1885#266""",,source;space,editor-managed,referred_to_by (source record locator)
places,data/places-gazetteer.jsonld,@graph[],locationAssertions[].standardized,Standardized,Editorially standardized form of a source value.,curated,string,no,no,yes,3143,9138,3143,"""Boven-Commewijne""",,space,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],locationAssertions[].startYear,Start Year,First year covered by the statement or interval.,curated,integer,no,no,yes,3141,9138,3141,1885,,space;time,editor-managed,
places,data/places-gazetteer.jsonld,@graph[],locationDescription,Location Description,Standardized textual description of the location.,curated,null;string,yes,yes,no,9138,9138,9138,null,,space,editor-managed,
